"","X","Animal.ID","Name","Found.Location","Intake.Type","Intake.Condition","Animal.Type","Sex.upon.Intake","Age.upon.Intake","Breed","Color","Intake.Date","Outcome.Subtype","Sex.upon.Outcome","Age.upon.Outcome","date.y","DOB","outcome","kitten","juvenile","young_adult","adult","old","multicolor","black","blue","brown","gray","orange","seal","silver","white","dom_short","dom_med","dom_long","siam","adopted","AgeDaysInt"
"350",350,"A665634","Sydney","Austin (TX)","Owner Surrender","Normal","Cat","Spayed Female","8 years","Domestic Shorthair Mix","Black",2013-10-20,"","Spayed Female","8 years",2013-11-18,2005-10-20,"Adoption",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",2922
"351",351,"A665624","*Alix","300 Sheraton Ave in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Black Smoke/White",2013-10-20,"Foster","Spayed Female","6 months",2014-03-04,2013-08-29,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",52
"354",354,"A665614","","8224 Research Blvd #244 in Austin (TX)","Stray","Normal","Cat","Intact Male","1 year","Domestic Shorthair Mix","Black",2013-10-20,"Partner","Intact Male","1 year",2013-10-20,2012-10-20,"Transfer",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",365
"358",358,"A665712","Emo","23211 Windy Valley Rd in Travis (TX)","Stray","Normal","Cat","Spayed Female","3 months","Domestic Medium Hair Mix","White/Black",2013-10-21,"SCRP","Spayed Female","3 months",2013-10-23,2013-07-06,"Transfer",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"0",107
"359",359,"A665662","*Chris","1205 Cullen Ave in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","White/Black",2013-10-21,"Foster","Neutered Male","4 months",2014-01-01,2013-08-22,"Adoption",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"1",60
"361",361,"A665689","","2816 Run Of The Oaks Dr in Austin (TX)","Stray","Normal","Cat","Intact Female","5 years","Domestic Longhair","Blue Tabby",2013-10-21,"Suffering","Intact Female","5 years",2013-10-27,2008-10-21,"Euthanasia",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0",1826
"364",364,"A665711","*Jackie","232 11 Windy Valley Rd in Travis (TX)","Stray","Normal","Cat","Intact Female","2 months","Domestic Shorthair Mix","Black",2013-10-21,"Partner","Spayed Female","3 months",2013-11-10,2013-07-26,"Transfer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",87
"365",365,"A665653","","2900 Sunridge Dr in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Brown Tabby/White",2013-10-21,"Partner","Intact Male","2 months",2013-10-23,2013-08-21,"Transfer",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",61
"386",386,"A665760","","3706 Goodwin, Apt 206 in Austin (TX)","Stray","Injured","Cat","Neutered Male","5 months","Domestic Shorthair Mix","Orange Tabby/White",2013-10-22,"","Neutered Male","5 months",2013-10-26,2013-05-22,"Return to Owner",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",153
"390",390,"A663550","Gus","Austin (TX)","Owner Surrender","Normal","Cat","Neutered Male","3 months","Domestic Shorthair Mix","Cream Tabby",2013-10-22,"","Neutered Male","3 months",2013-10-13,2013-07-11,"Adoption",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1",103
"397",397,"A665799","*Alley","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","3 months","Domestic Shorthair Mix","Orange Tabby",2013-10-23,"","Neutered Male","3 months",2013-11-01,2013-07-23,"Adoption",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1",92
"398",398,"A665871","*Sebastian","11530 Manchaca Rd in Austin (TX)","Stray","Normal","Cat","Intact Male","2 months","Domestic Shorthair Mix","Black",2013-10-23,"","Neutered Male","2 months",2013-11-06,2013-08-14,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",70
"400",400,"A665800","*Precious","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","3 months","Domestic Shorthair Mix","Tortie",2013-10-23,"Partner","Spayed Female","3 months",2013-11-10,2013-07-23,"Transfer",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",92
"403",403,"A665843","Chubbs","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","4 months","Domestic Shorthair Mix","Brown Tabby",2013-10-23,"","Neutered Male","4 months",2013-11-03,2013-06-23,"Adoption",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",122
"407",407,"A665795","","4434 Frontier Trl in Austin (TX)","Stray","Injured","Cat","Intact Male","2 months","Siamese Mix","Cream/Seal Point",2013-10-23,"Suffering","Intact Male","2 months",2013-10-30,2013-08-12,"Euthanasia",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"0",72
"413",413,"A665939","*Pat","1704 Nelms Dr in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Medium Hair Mix","Black",2013-10-24,"Partner","Spayed Female","1 year",2013-11-04,2012-10-24,"Transfer",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"0",365
"416",416,"A665927","*Carson","Austin (TX)","Owner Surrender","Sick","Cat","Intact Male","4 weeks","Domestic Shorthair Mix","Cream Tabby",2013-10-24,"","Neutered Male","2 months",2013-12-03,2013-09-24,"Adoption",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1",30
"419",419,"A665926","*Mike","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Orange Tabby",2013-10-24,"Partner","Intact Male","2 months",2013-11-06,2013-08-24,"Transfer",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",61
"425",425,"A665894","*Freddie","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","5 months","Domestic Shorthair Mix","Cream Tabby",2013-10-24,"Partner","Neutered Male","5 months",2013-10-27,2013-05-09,"Transfer",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",168
"431",431,"A665969","","2404 Willow in Austin (TX)","Stray","Feral","Cat","Unknown","2 years","Domestic Shorthair Mix","Black",2013-10-25,"SCRP","Unknown","2 years",2013-10-27,2011-10-25,"Transfer",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",731
"433",433,"A665967","Micki","Austin (TX)","Owner Surrender","Normal","Cat","Neutered Male","4 years","Domestic Shorthair Mix","Cream Tabby/White",2013-10-25,"Partner","Neutered Male","4 years",2013-12-08,2009-10-25,"Transfer",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"0",1461
"436",436,"A665963","Evelyn","1203 York Castle Drive in Pflugerville (TX)","Stray","Normal","Cat","Spayed Female","2 years","Domestic Shorthair Mix","Brown Tabby",2013-10-25,"Suffering","Spayed Female","2 years",2013-10-28,2011-10-25,"Euthanasia",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",731
"445",445,"A666045","*Nick Fury","1203 Springdale Ave in Austin (TX)","Stray","Normal","Cat","Intact Male","2 months","Domestic Shorthair Mix","Black",2013-10-26,"Partner","Intact Male","2 months",2013-10-30,2013-08-11,"Transfer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",76
"447",447,"A666034","Tart","Travis (TX)","Owner Surrender","Normal","Cat","Intact Female","2 months","Domestic Shorthair Mix","Torbie",2013-10-26,"","Spayed Female","2 months",2013-10-31,2013-08-04,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"1",83
"448",448,"A659667","","12507 Esplanade in Austin (TX)","Stray","Normal","Cat","Neutered Male","8 years","Domestic Longhair Mix","Blue/White",2013-10-26,"SCRP","Neutered Male","8 years",2013-10-26,2005-07-28,"Transfer",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0",3012
"449",449,"A666071","*June","5240 Mathra in Del Valle (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Domestic Shorthair Mix","Brown Tabby",2013-10-26,"Partner","Intact Female","4 weeks",2013-10-30,2013-09-26,"Transfer",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",30
"450",450,"A666097","*Jack","11309 Doyle Overton in Del Valle (TX)","Stray","Normal","Cat","Intact Male","2 months","Siamese Mix","Lynx Point",2013-10-26,"","Neutered Male","3 months",2013-11-01,2013-07-29,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"1",89
"461",461,"A666090","*Beth","Ben White And S  Ih 35 in Austin (TX)","Stray","Normal","Cat","Intact Female","3 years","Domestic Shorthair Mix","Orange Tabby",2013-10-26,"","Spayed Female","3 years",2013-12-05,2010-10-26,"Adoption",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1",1096
"465",465,"A666041","Puma","Parmer/Center Lake Drive in Austin (TX)","Stray","Normal","Cat","Neutered Male","3 years","Domestic Shorthair Mix","Black/White",2013-10-26,"Partner","Neutered Male","3 years",2013-10-30,2010-10-26,"Transfer",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",1096
"469",469,"A666096","*Jill","11309 Doyle Overton in Del Valle (TX)","Stray","Normal","Cat","Intact Female","2 months","Siamese Mix","Calico Point",2013-10-26,"Partner","Spayed Female","3 months",2013-11-04,2013-07-29,"Transfer",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"0",89
"476",476,"A666123","Zeus","705 W Crestland in Austin (TX)","Stray","Normal","Cat","Intact Male","5 months","Siamese Mix","Lynx Point",2013-10-27,"","Neutered Male","5 months",2013-10-31,2013-05-27,"Adoption",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"1",153
"477",477,"A666111","*Jerry","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","2 months","Domestic Shorthair Mix","Orange Tabby/White",2013-10-27,"","Neutered Male","3 months",2013-10-29,2013-07-29,"Adoption",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1",90
"481",481,"A666133","","Austin (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Domestic Shorthair Mix","Chocolate Point",2013-10-27,"","Spayed Female","2 months",2013-12-09,2013-09-27,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",30
"485",485,"A666132","Mort","Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Siamese Mix","Chocolate Point",2013-10-27,"","Neutered Male","2 months",2013-12-07,2013-09-27,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"1",30
"490",490,"A666184","*Buster","7105 Harrington in Austin (TX)","Stray","Injured","Cat","Intact Male","3 months","Domestic Shorthair Mix","Black/White",2013-10-28,"","Neutered Male","3 months",2013-11-11,2013-07-28,"Adoption",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",92
"492",492,"A666163","","Oltof And Ih 35 in Austin (TX)","Stray","Normal","Cat","Intact Female","2 months","Domestic Shorthair Mix","Brown Tabby",2013-10-28,"","Spayed Female","2 months",2013-11-03,2013-08-20,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",69
"494",494,"A666186","","5414 Bolm Rd in Austin (TX)","Stray","Normal","Cat","Intact Female","2 years","Domestic Shorthair Mix","Torbie",2013-10-28,"SCRP","Intact Female","2 years",2013-10-29,2011-10-28,"Transfer",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",731
"495",495,"A666209","Guy","Austin (TX)","Owner Surrender","Normal","Cat","Neutered Male","5 years","Domestic Medium Hair Mix","Blue Tabby",2013-10-28,"Suffering","Neutered Male","5 years",2013-11-10,2008-10-28,"Euthanasia",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"0",1826
"500",500,"A666190","","3707 Manchaca in Austin (TX)","Stray","Normal","Cat","Intact Female","3 years","Domestic Shorthair Mix","Black",2013-10-28,"SCRP","Intact Female","3 years",2013-10-29,2010-10-28,"Transfer",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",1096
"501",501,"A666160","*Ivan","1881 Grove Blvd in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","White/Blue",2013-10-28,"Foster","Neutered Male","3 months",2013-12-28,2013-09-21,"Adoption",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"1",37
"504",504,"A666199","*Spice","11351 Bradshaw Rd in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Medium Hair Mix","Orange Tabby",2013-10-28,"Offsite","Neutered Male","2 months",2013-12-15,2013-09-21,"Adoption",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"1",37
"508",508,"A666255","*Eleanor","4041 South Congress in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","White/Brown Tabby",2013-10-29,"Foster","Spayed Female","7 months",2014-05-13,2013-09-16,"Adoption",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"1",43
"509",509,"A666286","*Fiona","Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Brown Tabby/White",2013-10-29,"Offsite","Spayed Female","2 months",2013-12-09,2013-09-14,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",45
"510",510,"A666249","*Sparkle","16105 Fitchbur Cir in Pflugerville (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Domestic Longhair Mix","Black Smoke",2013-10-29,"Partner","Intact Female","1 month",2013-11-22,2013-09-29,"Transfer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"0",30
"511",511,"A666248","*Twinkle","16105 Fitchbur Cir in Pflugerville (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Domestic Longhair Mix","Brown Tabby",2013-10-29,"Partner","Intact Female","1 month",2013-11-22,2013-09-29,"Transfer",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"0",30
"517",517,"A666311","Jinx","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","3 months","Domestic Shorthair Mix","Black/White",2013-10-30,"","Neutered Male","3 months",2013-11-09,2013-07-15,"Adoption",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",107
"519",519,"A666308","Twinkie","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","1 year","Domestic Shorthair Mix","Cream Tabby",2013-10-30,"Partner","Spayed Female","1 year",2013-11-04,2012-10-30,"Transfer",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",365
"523",523,"A666314","U","1211 E Oltorf in Austin (TX)","Stray","Sick","Cat","Intact Male","1 month","Domestic Shorthair Mix","Orange Tabby",2013-10-30,"Suffering","Intact Male","1 month",2013-10-30,2013-08-30,"Euthanasia",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",61
"525",525,"A666353","","Indian Oak Bend in Manor (TX)","Stray","Normal","Cat","Intact Female","1 month","Siamese Mix","Flame Point",2013-10-30,"Suffering","Intact Female","1 month",2013-10-30,2013-09-15,"Euthanasia",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"0",45
"526",526,"A666330","","6802 Viewing Pl in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Brown Tabby",2013-10-30,"","Spayed Female","2 months",2013-11-10,2013-08-30,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",61
"536",536,"A666377","","4500 Oltorf in Austin (TX)","Stray","Nursing","Cat","Intact Female","2 weeks","Domestic Shorthair Mix","Black/White",2013-10-31,"Partner","Intact Female","2 weeks",2013-10-31,2013-10-16,"Transfer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",15
"541",541,"A666467","Gracie","7100 N 35 in Austin (TX)","Stray","Sick","Cat","Intact Female","2 months","Domestic Shorthair","Orange Tabby/White",2013-11-01,"","Spayed Female","3 months",2013-11-26,2013-08-23,"Adoption",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1",70
"542",542,"A666450","*Spearmint","Airport And Highland Mall Blvd in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Brown Tabby",2013-11-01,"Foster","Neutered Male","3 months",2014-01-04,2013-09-24,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",38
"543",543,"A666444","August","1803 Fast Filly Ave in Pflugerville (TX)","Owner Surrender","Normal","Cat","Spayed Female","11 years","Domestic Shorthair Mix","Tortie",2013-11-01,"Partner","Spayed Female","11 years",2013-11-04,2002-11-01,"Transfer",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",4018
"544",544,"A666448","*Alice","Collinfield Dr. Between Quail Park & Rundberg Lane in Austin (TX)","Stray","Sick","Cat","Spayed Female","3 years","Domestic Shorthair Mix","Tortie",2013-11-01,"Partner","Spayed Female","3 years",2013-12-14,2010-11-01,"Transfer",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",1096
"548",548,"A666451","*Peppermint","Airport And Highland Mall Blvd in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Brown Tabby",2013-11-01,"Foster","Neutered Male","3 months",2014-01-05,2013-09-24,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",38
"552",552,"A666512","*Puffball","11700 Metric Blvd in Austin (TX)","Stray","Normal","Cat","Neutered Male","7 years","Domestic Medium Hair Mix","Black",2013-11-02,"","Neutered Male","8 years",2013-12-07,2005-11-14,"Adoption",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"1",2910
"554",554,"A666519","","8524 Burnet Rd in Austin (TX)","Stray","Normal","Cat","Intact Female","2 years","Domestic Shorthair Mix","Black/White",2013-11-02,"SCRP","Intact Female","2 years",2013-11-05,2011-11-02,"Transfer",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",731
"567",567,"A666501","","S Ih35 And Onion Creek in Travis (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Shorthair Mix","Blue Tabby",2013-11-02,"Partner","Intact Female","3 weeks",2013-11-02,2013-10-11,"Transfer",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",22
"571",571,"A666550","","6710 Canal St in Austin (TX)","Stray","Normal","Cat","Intact Female","5 years","Domestic Shorthair Mix","Torbie",2013-11-03,"SCRP","Intact Female","5 years",2013-11-08,2008-11-03,"Transfer",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",1826
"572",572,"A666554","","Adalee Ave And Vernon Rd in Austin (TX)","Stray","Normal","Cat","Intact Female","2 years","Domestic Shorthair Mix","Blue Tabby",2013-11-03,"SCRP","Intact Female","2 years",2013-11-05,2011-11-03,"Transfer",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",731
"576",576,"A666546","Ami*","S 1St And Santa Rita in Austin (TX)","Stray","Normal","Cat","Intact Female","2 months","Domestic Shorthair Mix","Brown Tabby/White",2013-11-03,"Suffering","Intact Female","2 months",2013-11-12,2013-08-19,"Euthanasia",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",76
"582",582,"A666591","*Mila","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","4 weeks","Domestic Longhair Mix","Blue Tabby",2013-11-04,"Foster","Spayed Female","4 months",2014-02-19,2013-10-04,"Adoption",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"1",31
"584",584,"A666610","Manolo","Austin (TX)","Owner Surrender","Normal","Cat","Neutered Male","6 years","Domestic Longhair Mix","Orange Tabby",2013-11-04,"","Neutered Male","6 years",2013-11-06,2007-11-04,"Return to Owner",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"0",2192
"586",586,"A666622","*Gigglez","2307 Ventura in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Black/White",2013-11-04,"","Spayed Female","2 months",2013-11-11,2013-09-04,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",61
"592",592,"A666621","Bootsy","2307 Ventura in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Black/White",2013-11-04,"","Neutered Male","2 months",2013-11-30,2013-09-04,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",61
"593",593,"A666611","","10307 Brownie in Austin (TX)","Stray","Sick","Cat","Intact Male","12 years","Domestic Shorthair Mix","Brown Tabby",2013-11-04,"Suffering","Intact Male","12 years",2013-11-04,2001-11-04,"Euthanasia",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",4383
"594",594,"A666597","","1106 Somerset Ave in Austin (TX)","Stray","Normal","Cat","Intact Male","6 months","Domestic Medium Hair Mix","Cream Tabby/White",2013-11-04,"SCRP","Intact Male","6 months",2013-11-08,2013-05-04,"Transfer",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"0",184
"599",599,"A666609","Peewee","Austin (TX)","Owner Surrender","Normal","Cat","Neutered Male","6 years","Domestic Shorthair Mix","Blue",2013-11-04,"Partner","Neutered Male","6 years",2013-11-08,2007-11-04,"Transfer",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",2192
"601",601,"A666682","Ivy","20604 Delorio St in Travis (TX)","Stray","Injured","Cat","Intact Female","6 months","Domestic Longhair Mix","Calico",2013-11-05,"Offsite","Spayed Female","10 months",2014-03-22,2013-05-05,"Adoption",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"1",184
"604",604,"A666667","*Finn","907 W Slaughter Ln in Austin (TX)","Stray","Normal","Cat","Intact Male","2 months","Domestic Shorthair Mix","Orange Tabby",2013-11-05,"","Neutered Male","2 months",2013-11-11,2013-08-14,"Adoption",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1",83
"606",606,"A666655","*Crystal","711 Caribou Ridge Trl in Pflugerville (TX)","Stray","Normal","Cat","Spayed Female","2 years","British Shorthair Mix","Silver Tabby",2013-11-05,"Partner","Spayed Female","2 years",2013-12-04,2011-11-05,"Transfer",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0",731
"615",615,"A666676","*Daisy","7319 Geneva Dr in Austin (TX)","Stray","Normal","Cat","Intact Female","2 months","Domestic Medium Hair Mix","Tortie",2013-11-05,"Foster","Spayed Female","2 months",2013-11-16,2013-08-21,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"1",76
"618",618,"A666711","*Forest","Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Blue",2013-11-06,"Partner","Intact Female","1 month",2013-11-15,2013-09-30,"Transfer",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",37
"621",621,"A666766","*Betsy","13216 Bois D-Arc Ln in Manor (TX)","Stray","Injured","Cat","Intact Female","1 month","Siamese Mix","Lynx Point",2013-11-06,"","Spayed Female","2 months",2013-11-24,2013-09-06,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"1",61
"625",625,"A666719","Thor","9200 N. Plaza in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Black Smoke",2013-11-06,"","Neutered Male","2 months",2013-12-04,2013-09-12,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",55
"630",630,"A666138","Bella","9920 Quail Blvd in Austin (TX)","Owner Surrender","Normal","Cat","Spayed Female","2 years","Domestic Longhair Mix","Brown Tabby",2013-11-06,"","Spayed Female","2 years",2013-12-29,2011-07-05,"Adoption",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"1",855
"631",631,"A666811","Bear","Austin (TX)","Public Assist","Normal","Cat","Intact Male","9 months","Siamese/Domestic Shorthair","Black",2013-11-07,"Partner","Neutered Male","11 months",2013-12-17,2013-01-07,"Transfer",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"0",304
"635",635,"A666792","Pigui","1415 Vargas in Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","2 years","Domestic Shorthair Mix","Black",2013-11-07,"Partner","Neutered Male","2 years",2013-12-11,2011-11-07,"Transfer",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",731
"650",650,"A666791","*Timber","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair Mix","Blue Tabby",2013-11-07,"","Neutered Male","2 months",2013-12-21,2013-10-07,"Adoption",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"1",31
"651",651,"A666784","*Snowbelle","11503 March Dr in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","White/Cream",2013-11-07,"Foster","Spayed Female","2 months",2013-12-20,2013-09-30,"Adoption",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"1",38
